Locus-name_V1_12X,Functional-annotation,Name-EC-KeggID,Updated-name,Network1,Network2
VIT_07s0141g00940,TRNA synthetase  class II (D  K and N); Nucleic acid-binding  OB-fold,E6_1_1_6,,vv10300Lysine_biosynthesis,vv20970Aminoacyl-tRNA_biosynthesis
VIT_07s0141g00950,No hit,,,,
VIT_07s0141g00960,No hit,,,,
VIT_07s0141g00970,No hit,,,,
VIT_07s0141g00980,CC-NBS-LRR class,,,,
VIT_07s0141g00990,Calcineurin phosphoesterase,,,,
VIT_07s0141g01000,No hit,,,,
VIT_07s0141g01010,No hit,,,,
VIT_07s0141g01020,No hit,,,,
VIT_07s0141g01030,R protein MLA10,K13475,,vv34627R_proteins_from_Plant-pathogen_interaction,
VIT_07s0141g01040,Transposon,,,,
VIT_07s0141g01050,No hit,,,,
VIT_07s0141g01060,Basic helix-loop-helix (bHLH) family,BHLHDOM_82,,vv60011BHLH,
VIT_07s0141g01070,No hit,,,,
VIT_07s0141g01080,Digalactosyldiacylglycerol synthase 2  chloroplastic,E2_4_1_184,,vv10561Glycerolipid_metabolism,
VIT_07s0151g00010,No hit,,,,
VIT_07s0151g00020,Ankyrin,K10380,,,
VIT_07s0151g00030,Ankyrin,K10380,,vv50108Accessory_factors_involved_in_transport,
VIT_07s0151g00040,Ankyrin repeat protein,,,,
VIT_07s0151g00050,Unknown,,,,
VIT_07s0151g00060,No hit,,,,
VIT_07s0151g00070,Ankyrin,K10380,,,
VIT_07s0151g00080,Ankyrin,K10380,,vv50108Accessory_factors_involved_in_transport,
VIT_07s0151g00090,Quinone-oxidoreductase QR1,K03956,,vv10190Oxidative_phosphorylation,vv50134Primary_active_transporter_cat_D1
VIT_07s0151g00100,Ankyrin,K10380,,vv50108Accessory_factors_involved_in_transport,
VIT_07s0151g00110,Chlorophyllase 1,E3_1_1_14,,vv10860Porphyrin_and_chlorophyll_metabolism,
VIT_07s0151g00120,No hit,,,,
VIT_07s0151g00130,Chlorophyllase 1,E3_1_1_14,,vv10860Porphyrin_and_chlorophyll_metabolism,
VIT_07s0151g00140,NADH dehydrogenase (ubiquinone) Fe-S protein 4,K03937,,vv10190Oxidative_phosphorylation,vv50134Primary_active_transporter_cat_D1
VIT_07s0151g00150,Ankyrin,K10380,,vv50108Accessory_factors_involved_in_transport,
VIT_07s0151g00160,GCN5 N-acetyltransferase (GNAT),GCN5_23,,vv60082GNAT,
VIT_07s0151g00170,Ankyrin,K10380,,,
VIT_07s0151g00180,Ankyrin,K10380,,vv50108Accessory_factors_involved_in_transport,
VIT_07s0151g00190,Chlorophyllase 1,E3_1_1_14,,vv10860Porphyrin_and_chlorophyll_metabolism,
VIT_07s0151g00200,Quinone-oxidoreductase  Chloroplast,K03956,,vv10190Oxidative_phosphorylation,vv50134Primary_active_transporter_cat_D1
VIT_07s0151g00210,Chlorophyllase 1,E3_1_1_14,,vv10860Porphyrin_and_chlorophyll_metabolism,
VIT_07s0151g00220,Ankyrin,K10380,,,
VIT_07s0151g00230,Retrovirus Pol polyprotein,,,,
VIT_07s0151g00240,Ankyrin,K10380,,vv50108Accessory_factors_involved_in_transport,
VIT_07s0151g00250,Chlorophyllase,E3_1_1_14,,vv10860Porphyrin_and_chlorophyll_metabolism,
VIT_07s0151g00260,Quinone-oxidoreductase  Chloroplast,K03956,,vv10190Oxidative_phosphorylation,vv50134Primary_active_transporter_cat_D1
VIT_07s0151g00270,Chlorophyllase 1,E3_1_1_14,,vv10860Porphyrin_and_chlorophyll_metabolism,
VIT_07s0151g00280,Bax inhibitor,VVBI1,,vv50109Incompletely_characterized_transport_systems,
VIT_07s0151g00290,Unknown protein,,,,
VIT_07s0151g00300,Unknown protein,,,,
VIT_07s0151g00310,NIMA protein kinase NEK1,K08857,,,
VIT_07s0151g00320,Pentatricopeptide (PPR) repeat-containing protein,,,,
VIT_07s0151g00330,No hit,,,,
VIT_07s0151g00340,Sulfate transporter 3.1 (AST12) (AtST1),SULTR3_1,,vv50124Porters_cat_30_to_64,
VIT_07s0151g00350,MHK; kinase,,,,
VIT_07s0151g00360,Unknown protein,,,,
VIT_07s0151g00370,Kinase interacting,,,,
VIT_07s0151g00380,No hit,,,,
VIT_07s0151g00390,Ribosomal protein S14 30S,K02954,,vv23010Ribosome,
VIT_07s0151g00400,Unknown protein,,,,
VIT_07s0151g00410,Sulfate transporter 3.1 (AST12) (AtST1),SULTR3_1,,vv50124Porters_cat_30_to_64,
VIT_07s0151g00420,1-acylglycerone phosphate reductase,E1_1_1_101,,vv10564Glycerophospholipid_metabolism,vv10565Ether_lipid_metabolism
VIT_07s0151g00430,Kinase interacting family protein,KIP_1,,vv60087Orphans_KIP1_SANTA,
VIT_07s0151g00440,AP2 domain containing protein,AINTEGUMENTA_2,VvAP2-18,vv30008Ethylene_signaling,vv60003AP2_EREBP
VIT_07s0151g00450,Basic helix-loop-helix (bHLH) family,BHLHDOM_13,,vv60011BHLH,
VIT_07s0151g00460,3-methylcrotonyl-CoA carboxylase,E6_4_1_4,,vv10280Valine_leucine_and_isoleucine_degradation,
VIT_07s0151g00470,Leucine-rich repeat family protein,,,,
VIT_07s0151g00480,Double-stranded telomeric DNA binding,,,,
VIT_07s0151g00490,NADH dehydrogenase (ubiquinone) Fe-S protein 4,K03937,,vv10190Oxidative_phosphorylation,vv50134Primary_active_transporter_cat_D1
VIT_07s0151g00500,MLK/Raf-related protein kinase 1,,,,
VIT_07s0151g00510,GCN5 N-acetyltransferase (GNAT),GCN5_22,,vv60082GNAT,
VIT_07s0151g00520,Homocysteine S-methyltransferase 3,E2_1_1_10,,vv10271Methionine_metabolism,
VIT_07s0151g00530,Unknown protein,,,,
VIT_07s0151g00540,Indole-3-acetate beta-glucosyltransferase,E2_4_1_121,,vv11002Auxin_biosynthesis,
VIT_07s0151g00550,BUD32 family protein kinase,,,,
VIT_07s0151g00560,UDP-glucoronosyl and UDP-glucosyl transferase,,,,
VIT_07s0151g00570,OB-fold nucleic acid binding domain containing protein,,,,
VIT_07s0151g00580,UDP-glucosyltransferase 74F2,,,,
VIT_07s0151g00590,Inositol-1 4 5-trisphosphate 5-phosphatase CVP2  type I,E3_1_3_56,,vv10562Inositol_phosphate_metabolism,vv34070Phosphatidylinositol_signaling_system
VIT_07s0151g00600,Unknown protein,,,,
VIT_07s0151g00610,No hit,,,,
VIT_07s0151g00620,Pentatricopeptide (PPR) repeat-containing protein,,,,
VIT_07s0151g00630,Globulin-1 S allele precursor,,,,
VIT_07s0151g00640,Globulin-1 S allele precursor,,,,
VIT_07s0151g00650,ABI3-interacting protein 2,AIP2,,vv30001ABA_signaling,
VIT_07s0151g00660,Ribosomal protein L24 (At5g23535) 50S,K02895,,vv23010Ribosome,
VIT_07s0151g00670,No hit,,,,
VIT_07s0151g00680,Tetratricopeptide repeat (TPR)-containing,,,,
VIT_07s0151g00690,Proteasome 20S beta subunit D (PBD1) (PRGB),K02734a,,vv23050Proteasome,
VIT_07s0151g00700,EDA4 (embryo sac development arrest 4),EDA4,,vv50109Incompletely_characterized_transport_systems,
VIT_07s0151g00710,Autophagy 10,K08338,,vv44140Regulation_of_autophagy,
VIT_07s0151g00720,Lipid transfer protein,LTP,,,
VIT_07s0151g00730,Unknown,,,,
VIT_07s0151g00740,Non-specific lipid-transfer protein,,,,
VIT_07s0151g00750,Rhodanese domain-containing protein,K07146,,,
VIT_07s0151g00760,Lipid transfer protein,LTP,,,
VIT_07s0151g00770,Kelch repeat-containing F-box protein,,,,
VIT_07s0151g00780,Hemolysin A,K06442,,vv50109Incompletely_characterized_transport_systems,
VIT_07s0151g00790,Transducin family protein / WD-40 repeat,,,,
VIT_07s0151g00800,Unknown,,,,
VIT_07s0151g00810,Unknown protein,,,,
VIT_07s0151g00820,Retrovirus Pol polyprotein,,,,
VIT_07s0151g00830,HSP20 chaperone,,,,
VIT_07s0151g00840,Late embryogenesis abundant protein D-34 (LEA D-34),,,,
VIT_07s0151g00850,Unknown,,,,
VIT_07s0151g00860,Hydrolase  alpha/beta fold,,,,
VIT_07s0151g00870,PHD finger transcription factor,PHDFG_3,,vv60048PHD,
VIT_07s0151g00870_2,Ribosomal protein S18 (RPS18C) 40S,K02963,,vv23010Ribosome,
VIT_07s0151g00870_3,No hit,,,,
VIT_07s0151g00880,Unknown protein,,,,
VIT_07s0151g00890,Retroelement,,,,
VIT_07s0151g00900,Ribosomal protein S24 (RPS24A) 40S,K02974,,vv23010Ribosome,
VIT_07s0151g00910,Unknown,,,,
VIT_07s0151g00920,No hit,,,,
VIT_07s0151g00930,Unknown protein,,,,
VIT_07s0151g00940,No hit,,,,
VIT_07s0151g00950,Unknown protein,,,,
VIT_07s0151g00960,WD repeat domain 5,WDR5,,vv50133Primary_active_transporter_cat_A9_to_A18,
VIT_07s0151g00970,F-box protein,,,,
VIT_07s0151g00980,No hit,,,,
VIT_07s0151g00990,Ankyrin repeat protein,,,,
VIT_07s0151g01000,Photosystem I reaction center subunit II (PSAD),K02692,,vv10195Photosynthesis,vv50105Transport_electron_carriers
VIT_07s0151g01010,Pre-mRNA-splicing factor 18,K12817,,vv23040Spliceosome,
VIT_07s0151g01020,Retrovirus Pol polyprotein,,,,
VIT_07s0151g01030,GCN5 N-acetyltransferase (GNAT),GCN5_2,,vv60082GNAT,
VIT_07s0151g01040,Ent-kaurene synthase A  chloroplast precursor,E5_5_1_13,,vv10904Diterpenoid_biosynthesis,
VIT_07s0151g01050,Transposon,,,,
VIT_07s0151g01060,Chalcone isomerase,E5_5_1_6,,vv10941Flavonoid_biosynthesis,
VIT_07s0151g01070,Copalyl diphosphate synthase,E5_5_1_12,,vv10904Diterpenoid_biosynthesis,
VIT_07s0151g01080,Unknown protein,,,,
VIT_07s0151g01090,No hit,,,,
VIT_07s0151g01100,Pyruvate kinase  plastidic,E2_7_1_40,,vv10010Glycolysis,vv10230Purine_metabolism
VIT_07s0151g01110,Ribosome recycling factor  chloroplast precursor,K02838,,,
VIT_07s0151g01120,Plastocyanin domain-containing protein,K02638,,vv10195Photosynthesis,vv50113Thylakoid_targeting_pathway
VIT_07s0151g01130,Patatin,,,,
VIT_07s0185g00010,Transposon protein Ac/Ds sub-class,,,,
VIT_07s0185g00020,Anthranilate N-benzoyltransferase protein 1,E2_3_1_144,,vv10400Phenylalanine_tyrosine_and_tryptophan_biosynthesis,
VIT_07s0185g00030,Ubiquitin-associated (UBA)/TS-N domain-containing protein,,,,
VIT_07s0185g00040,Unknown protein,,,,
VIT_07s0185g00050,Xyloglucan:xyloglucosyl transferase,E2_4_1_207,,vv40006Cell_wall,
VIT_07s0185g00060,No hit,,,,
VIT_07s0185g00070,No hit,,,,
VIT_07s0185g00080,Unknown protein,,,,
VIT_07s0185g00090,Receptor kinase ARK3,,,,
VIT_07s0185g00100,No hit,,,,
VIT_07s0185g00110,No hit,,,,
VIT_07s0185g00120,Transposon,,,,
VIT_07s0185g00130,MAP kinase phosphatase 1,,,,
VIT_07s0185g00140,Ribosomal protein S21,K02970,,vv23010Ribosome,
VIT_07s0185g00150,Transposon  CACTA,,,,
VIT_07s0185g00160,No hit,,,,
VIT_07s0185g00170,Hexaprenyldihydroxybenzoate methyltransferase,E2_1_1_114,,vv10130Ubiquinone_biosynthesis,
VIT_07s0191g00010,ABC transporter G member 7,ABCG7,,vv52010ABC_transporters,
VIT_07s0191g00020,No hit,,,,
VIT_07s0191g00030,RAB GTPase RABA4A,K07976,,,
VIT_07s0191g00040,NOL1/NOP2/sun,K03500,,,
VIT_07s0191g00050,Peroxidase 17,E1_11_1_7,,vv10360Phenylalanine_metabolism,vv10680Methane_metabolism
VIT_07s0191g00060,Ribosomal protein S6 (RPS6B) 40S,K02991,,vv23010Ribosome,vv34150mTOR_signaling_pathway
VIT_07s0191g00070,SNF1-related protein kinase 2.7 SNRK2.7 SRK2F,SRK2F,,vv30001ABA_signaling,
VIT_07s0191g00080,GCR2-like 1 ABA receptor,,,,
VIT_07s0191g00090,14-3-3 protein GF14 omega (GRF2),,,,
VIT_07s0191g00100,Unknown protein,,,,
VIT_07s0191g00110,Unknown protein,,,,
VIT_07s0191g00120,Pentatricopeptide (PPR) repeat-containing protein,,,,
VIT_07s0191g00130,Histone H3.2,,,,
VIT_07s0191g00140,Signal transducer,,,,
VIT_07s0191g00150,LMBR1 integral membrane protein,,,,
VIT_07s0191g00160,Signal transducer,,,,
VIT_07s0191g00170,LMBR1 integral membrane,,,,
VIT_07s0191g00180,Homeobox-leucine zipper protein ATHB-6,ATHB6_1,VvHB27,vv30001ABA_signaling,vv60034HB
VIT_07s0191g00190,GTP cyclohydrolase II/3 4-dihydroxy-2-butanone 4-phosphate synthase,E3_5_4_25,,vv10740Riboflavin_metabolism,
VIT_07s0191g00200,RNA helicase,,,,
VIT_07s0191g00210,Helicase domain-containing protein,,,,
VIT_07s0191g00220,Unknown protein,,,,
VIT_07s0191g00230,Ring-H2 finger protein ATL5F,,,,
VIT_07s0191g00240,Basic helix-loop-helix (bHLH) family,BHLH096_2,,vv60011BHLH,
VIT_07s0191g00250,Exo-1 3-beta-glucanase,E3_2_1_58,,vv10500Starch_and_sucrose_metabolism,
VIT_07s0191g00260,Mg2+-importing ATPase,K01531,,vv50131Primary_active_transporter_cat_A2_to_A4,
VIT_07s0197g00010,Ribosomal protein L25,K02897,,vv23010Ribosome,
VIT_07s0197g00020,Lateral organ boundaries domain gene 36,LBD36_5,,vv60007AS2,
VIT_07s0197g00030,Lateral organ boundaries domain gene 36,LBD36_3,,vv60007AS2,
VIT_07s0197g00040,Lateral organ boundaries domain gene 36,LBD36_2,,vv60007AS2,
VIT_07s0197g00050,Tubulin gamma Misato,K10389,,vv44810Regulation_of_actin_cytoskeleton,
VIT_07s0197g00060,Myb family,MYBGE_12,,vv60029G2-like,
VIT_07s0197g00070,SWIB complex BAF60b domain-containing protein,SWIB_6,,vv60092SWIB,
VIT_07s0197g00080,SNF1 protein kinase 2-3 AKIP OST1,SNRK21,,vv30001ABA_signaling,
VIT_07s0197g00090,R protein disease resistance protein,RPROT,,vv34627R_proteins_from_Plant-pathogen_interaction,
VIT_07s0197g00100,No hit,,,,
VIT_07s0197g00110,No hit,,,,
VIT_07s0197g00120,Disease resistance protein (CC-NBS-LRR class),,,,
VIT_07s0197g00130,Disease resistance protein (TIR-NBS-LRR class),,,,
VIT_07s0197g00140,R protein disease resistance protein,RPROT,,vv34627R_proteins_from_Plant-pathogen_interaction,
VIT_07s0197g00150,Disease resistance protein (CC-NBS-LRR class),,,,
VIT_07s0197g00160,No hit,,,,
VIT_07s0197g00170,R protein MLA10,K13475,,vv34627R_proteins_from_Plant-pathogen_interaction,
VIT_07s0197g00180,No hit,,,,
VIT_07s0197g00190,No hit,,,,
VIT_07s0197g00200,No hit,,,,
VIT_07s0197g00210,R protein disease resistance protein,RPROT,,vv34627R_proteins_from_Plant-pathogen_interaction,
VIT_07s0197g00220,R protein disease resistance protein,RPROT,,vv34627R_proteins_from_Plant-pathogen_interaction,
VIT_07s0197g00230,Disease resistance protein (CC-NBS-LRR class),,,,
VIT_07s0197g00240,R protein disease resistance protein,RPROT,,vv34627R_proteins_from_Plant-pathogen_interaction,
VIT_07s0197g00250,Disease resistance protein (CC-NBS-LRR class),,,,
VIT_07s0205g00010,Unknown,,,,
VIT_07s0205g00020,No hit,,,,
VIT_07s0205g00030,Zinc finger (C3HC4-type ring finger),ZFC3HC4_8,,vv60078Other_zf-C3HC4,
VIT_07s0205g00040,Unknown protein,,,,
VIT_07s0205g00050,Dihydrouridine synthase 2,K05543,,,
VIT_07s0205g00060,Dihydrouridine synthase 2,K05543,,,
VIT_07s0205g00070,Phosphoenolpyruvate carboxykinase,E4_1_1_49,,vv10020Citrate_cycle,vv10620Pyruvate_metabolism
VIT_07s0205g00080,Unknown protein,,,,
VIT_07s0205g00090,Glycogen synthase 2,E2_4_1_11,,vv10500Starch_and_sucrose_metabolism,
VIT_07s0205g00100,No hit,,,,
VIT_07s0205g00110,Glycogen synthase 2,E2_4_1_11,,vv10500Starch_and_sucrose_metabolism,
VIT_07s0205g00120,Major facilitator superfamily protein (MFS) Spinster,SPINSTER,,vv50121Porters_cat_1_to_6,
VIT_07s0205g00130,No hit,,,,
VIT_07s0205g00140,Kinesin motor protein,KMOTOR,,vv44810Regulation_of_actin_cytoskeleton,
VIT_07s0205g00150,WD40 repeat protein,,,,
VIT_07s0205g00160,Basic helix-loop-helix (bHLH) family,BHLHDOM_8,,vv60011BHLH,
VIT_07s0205g00170,Basic helix-loop-helix (bHLH) family,BHLHDOM_88,,vv60011BHLH,
VIT_07s0205g00180,Basic helix-loop-helix (bHLH) family,BHLHDOM_30,,vv60011BHLH,
VIT_07s0205g00190,Basic helix-loop-helix (bHLH) family,BHLHDOM_57,,vv60011BHLH,
VIT_07s0255g00010,Hydroxyproline-rich glycoprotein family protein,HRGP,,vv40006Cell_wall,
VIT_07s0255g00020,OBF binding protein 1,OBP1_3,,vv60015C2C2-DOF,
VIT_07s0255g00030,Lipase GDSL,,,,
VIT_07s0255g00040,Cell division cycle associated 7 CDCA7,CDCA7,,vv44110Cell_cycle,
VIT_07s0255g00050,Unknown protein,,,,
VIT_07s0255g00060,Prolyl oligopeptidase family,,,,
VIT_07s0255g00070,VRN1 (reduced vernalization response 1),VRN1_4,,vv30009Flower_development,vv60001ABI3VP1
VIT_07s0255g00080,Transcriptional factor B3,TFB3_10,,vv60001ABI3VP1,
VIT_07s0255g00090,CYP82C1p,,,,
VIT_07s0255g00100,Extra-large G-protein (XLG1),,,,
VIT_07s0255g00110,WD40,,,,
VIT_07s0255g00120,Unknown protein,,,,
VIT_07s0255g00130,Unknown protein,,,,
VIT_07s0255g00140,Unknown protein,,,,
VIT_07s0255g00150,Kinase,,,,
VIT_07s0255g00160,Unknown protein,,,,
VIT_07s0289g00010,Lipoxygenase,E1_13_11_12,,vv10592alpha-Linolenic_acid_metabolism,
VIT_07s0289g00020,ferredoxin,K02639,,vv10195Photosynthesis,
VIT_07s0289g00030,No hit,,,,
VIT_07s0289g00040,Calcium-binding protein CML,K13448,,vv34626Plant-pathogen_interaction,
VIT_07s0289g00050,UDP-glucose:salicylic acid glucosyltransferase,E2_4_1_35,,vv10500Starch_and_sucrose_metabolism,
VIT_07s0289g00060,UDP-glucose:salicylic acid glucosyltransferase,E2_4_1_35,,vv10500Starch_and_sucrose_metabolism,
VIT_07s0289g00070,Retrotransposable element Tf2,,,,
VIT_07s0289g00080,UDP-glucose:salicylic acid glucosyltransferase,E2_4_1_35,,vv10500Starch_and_sucrose_metabolism,
VIT_07s0289g00090,UDP-xylose phenolic glycosyltransferase,,,,
VIT_07s0289g00100,Acetyl-CoA carboxylase,E6_4_1_2,,vv10061Fatty_acid_biosynthesis,vv10620Pyruvate_metabolism
VIT_07s0289g00110,No hit,,,,
VIT_07s0289g00120,Unknown protein,,,,
VIT_08s0007g00010,ARF GTPase activator  ARF-GAP Domain 6,AGD6,,vv50110Protein_coat,
VIT_08s0007g00020,Cation/hydrogen exchanger 20 (CHX20),CHX20,,vv50124Porters_cat_30_to_64,
VIT_08s0007g00030,Cation/hydrogen exchanger 20 (CHX20),CHX20,,vv50124Porters_cat_30_to_64,
VIT_08s0007g00040,Histone H4,,,,
VIT_08s0007g00050,EMB1674 (embryo defective 1674) kinase interacting family protein,EMB1674_5,,vv60087Orphans_KIP1_SANTA,
VIT_08s0007g00060,5-oxoprolinase,E3_5_2_9,,vv10480Glutathione_metabolism,
VIT_08s0007g00070,RNA recognition motif (RRM)-containing protein,,,,
VIT_08s0007g00080,CUE domain containing protein,,,,
VIT_08s0007g00090,Unknown protein,,,,
VIT_08s0007g00100,Unknown,,,,
VIT_08s0007g00110,No hit,,,,
VIT_08s0007g00120,Ubiquitin-conjugating enzyme 13 (UBC13)  E2,K10575,,vv24120Ubiquitin_mediated_proteolysis,vv24141Protein_processing_in_endoplasmic_reticulum
VIT_08s0007g00130,Heat shock protein 70,K03283,,vv23040Spliceosome,vv24141Protein_processing_in_endoplasmic_reticulum
VIT_08s0007g00140,SLT1 (sodium- and lithium-tolerant 1),,,,
VIT_08s0007g00150,Zinc finger (C3HC4-type ring finger),ZFC3HC4_140,,vv60078Other_zf-C3HC4,
VIT_08s0007g00160,Glycosyltransferase family 14,,,,
VIT_08s0007g00170,DPB-1 transcription factor (DPB),DPB1_1,,vv44110Cell_cycle,vv60026E2F-DP
VIT_08s0007g00180,OBP3 (OBF-binding protein 3),OBP3_1,,vv30011Jasmonate_signaling,vv60015C2C2-DOF
VIT_08s0007g00190,H/ACA ribonucleoprotein complex subunit 4,K11131,,vv23008Ribosome_biogenesis_in_Eukaryotes,
VIT_08s0007g00200,Ankyrin repeat,K10380,,vv50108Accessory_factors_involved_in_transport,
VIT_08s0007g00210,Unknown protein,,,,
VIT_08s0007g00220,Unknown protein,,,,
VIT_08s0007g00230,No hit,,,,
VIT_08s0007g00240,WD-40 repeat protein,,,,
VIT_08s0007g00250,WD-40 repeat protein,,,,
VIT_08s0007g00260,No hit,,,,
VIT_08s0007g00270,No hit,,,,
VIT_08s0007g00280,DIE2/ALG10,K03850,,vv10510N-Glycan_biosynthesis,vv11030Glycan_structures-biosynthesis1
VIT_08s0007g00290,Pectinacetylesterase,PAE,,vv40006Cell_wall,
VIT_08s0007g00300,No hit,,,,
VIT_08s0007g00310,Protein phosphatase 2C POLTERGEIST-like 4,,,,
VIT_08s0007g00320,GTP binding protein,,,,
VIT_08s0007g00330,Metallothionein,,,,
VIT_08s0007g00340,Kinesin family member 22,K10403,,vv44810Regulation_of_actin_cytoskeleton,
VIT_08s0007g00350,Import inner membrane translocase subunit Tim9  Mitochondrial,TIM9,,vv50132Primary_active_transporter_cat_A5_to_A8,
VIT_08s0007g00360,Myb domain protein 3R-5,MYB3R5,,vv60044MYB,
VIT_08s0007g00370,Ribonuclease H,,,,
VIT_08s0007g00380,Eceriferum 3 (CER3),,,,
VIT_08s0007g00390,Eceriferum 3 (CER3),,,,
VIT_08s0007g00400,Copia protein,,,,
VIT_08s0007g00410,Myb domain protein 91,MYB91_2,MYB91A,vv60044MYB,
VIT_08s0007g00420,Protein kinase APK1B,,,,
VIT_08s0007g00430,C2 domain containing protein,,,,
VIT_08s0007g00440,Alpha-expansin 6 precursor,EXPA6,,vv30003Auxin_signaling,
VIT_08s0007g00450,No hit,,,,
VIT_08s0007g00460,Ribonuclease II family protein,,,,
VIT_08s0007g00470,Rhomboid ATRBL1,,,,
VIT_08s0007g00480,Oxysterol binding protein,,,,
VIT_08s0007g00490,Transducin protein,,,,
VIT_08s0007g00500,Telomere repeat binding factor like TRFL2,TRFL2_2,,vv60045MYBrelated,
VIT_08s0007g00510,Scarecrow-like transcription factor 9 (SCL9),SCL9,,vv60032GRAS,
VIT_08s0007g00520,Unknown protein,,,,
VIT_08s0007g00530,3-beta hydroxysteroid dehydrogenase/isomerase protein,E1_1_1_145,,vv10140C21-Steroid_hormone_metabolism,
VIT_08s0007g00540,Haloacid dehalogenase hydrolase,E3_1_3_18,,vv10630Glyoxylate_and_dicarboxylate_metabolism,
VIT_08s0007g00550,ftsh3 (FtsH protease 3),FTSH3,,vv50133Primary_active_transporter_cat_A9_to_A18,
VIT_08s0007g00560,ftsh3 (FtsH protease 3),FTSH3,,vv50133Primary_active_transporter_cat_A9_to_A18,
VIT_08s0007g00570,WRKY DNA-binding protein 49,WRKY49,VvWRKY27,vv60066WRKY,
VIT_08s0007g00580,No hit,,,,
VIT_08s0007g00590,No hit,,,,
VIT_08s0007g00600,Laccase-17 precursor,E1_10_3_2,,vv11000Single_reactions,vv50109Incompletely_characterized_transport_systems
VIT_08s0007g00610,Unknown,,,,
VIT_08s0007g00620,Zinc finger (DHHC type),ZFDHHC_8,,vv60079Other_zf-DHHC,
VIT_08s0007g00630,No hit,,,,
VIT_08s0007g00640,No hit,,,,
VIT_08s0007g00650,No hit,,,,
VIT_08s0007g00660,Laccase,E1_10_3_2,,vv11000Single_reactions,vv50109Incompletely_characterized_transport_systems
VIT_08s0007g00670,Laccase,E1_10_3_2,,vv11000Single_reactions,vv50109Incompletely_characterized_transport_systems
VIT_08s0007g00680,Laccase,E1_10_3_2,,vv11000Single_reactions,vv50109Incompletely_characterized_transport_systems
VIT_08s0007g00690,Laccase,E1_10_3_2,,vv11000Single_reactions,vv50109Incompletely_characterized_transport_systems
VIT_08s0007g00700,PCS1 (promotion of cell survival1) peptidase,,,,
VIT_08s0007g00710,Unknown,,,,
VIT_08s0007g00720,Ring-H2 finger C2A,RHC2A,,vv60078Other_zf-C3HC4,
VIT_08s0007g00730,U3 small nucleolar RNA-associated protein 21,K14554,,vv23008Ribosome_biogenesis_in_Eukaryotes,
VIT_08s0007g00740,Hsp70-interacting protein,K09562,,vv24141Protein_processing_in_endoplasmic_reticulum,
VIT_08s0007g00750,SRG1 (senescence-related gene 1),,,,
VIT_08s0007g00760,Thaumatin,,,,
VIT_08s0007g00770,NDP1 (random potato CDNA clone);,,,,
VIT_08s0007g00780,One helix protein (OHP),,,,
VIT_08s0007g00790,Cyclin-D7-1,CYCD7_1,,vv44110Cell_cycle,
VIT_08s0007g00800,Unknown protein,,,,
VIT_08s0007g00810,Lectin receptor kinase 7,,,,
VIT_08s0007g00820,Proteinase inhibitor,,,,
VIT_08s0007g00830,Lectin protein kinase,,,,
VIT_08s0007g00840,Ribulose bisphosphate carboxylase/oxygenase activase  chloroplast,,,,
VIT_08s0007g00850,EFR (EF-TU receptor),K13428,,vv34626Plant-pathogen_interaction,
VIT_08s0007g00860,Avr9/Cf-9 rapidly elicited protein 137,,,,
VIT_08s0007g00870,fringe-related protein,K05948,,,
VIT_08s0007g00880,Zinc finger (C2H2 type) family,C2H2FAM_45,,vv60017C2H2,
VIT_08s0007g00890,Tropinone reductase,E1_1_1_206,,vv10220Urea_cycle_and_metabolism_of_amino_groups,
VIT_08s0007g00900,Tropinone reductase,E1_1_1_206,,vv10220Urea_cycle_and_metabolism_of_amino_groups,
VIT_08s0007g00910,No hit,,,,
VIT_08s0007g00920,Tropinone reductase,E1_1_1_206,,vv10220Urea_cycle_and_metabolism_of_amino_groups,
VIT_08s0007g00930,Regulator of chromosome condensation (RCC1),RCC1,,vv50112Nuclear_pore_complex,
VIT_08s0007g00940,LHW (lonesome highway),LHW_3,,vv60011BHLH,
VIT_08s0007g00950,No hit,,,,
VIT_08s0007g00960,Wall-associated receptor kinase-like 20,,,,
